A_X [LSB]	A_Y [LSB]	A_Z [LSB]	A_X [mg]	A_Y [mg]	A_Z [mg]	LABEL_0
1571	-1784	-3419	383.37036	-435.4126	-834.2218	1
1375	-1737	-3163	335.49686	-423.71594	-771.7069	1
1428	-1772	-3299	348.5293	-432.37152	-805.0595	1
2038	-1900	-3735	497.35123	-463.51102	-911.3985	1
1706	-1900	-2950	416.34073	-463.5185	-719.8066	1
1563	-1798	-3377	381.3107	-438.77252	-823.9078	1
1667	-1673	-3587	406.70297	-408.16086	-875.1898	1
1624	-1796	-3400	396.17807	-438.25763	-829.5092	1
1632	-1913	-3284	398.28705	-466.7087	-801.3913	1
1769	-1919	-3290	431.7432	-468.26163	-802.85614	1
1655	-1846	-3158	403.92703	-450.49152	-770.6705	1
1596	-1803	-3409	389.44077	-439.99655	-831.76825	1
1557	-1820	-3357	379.79416	-444.15967	-819.17615	1
1676	-1859	-3315	408.94193	-453.64987	-808.8629	1
1648	-1844	-3178	401.99203	-450.03436	-775.336	1
1713	-1872	-3214	418.0356	-456.6719	-784.30457	1
1698	-1847	-3144	414.31277	-450.71707	-767.0258	1
1598	-1778	-3358	390.03275	-433.89767	-819.4492	1
1562	-1679	-3511	381.0626	-409.74615	-856.7918	1
1614	-1655	-3519	393.85608	-403.84708	-858.658	1
1589	-1701	-3392	387.83173	-414.9717	-827.63513	1
1608	-1666	-3450	392.27338	-406.58472	-841.74335	1
1595	-1645	-3334	389.10355	-401.4715	-813.40125	1
1602	-1641	-3470	390.89157	-400.51236	-846.7471	1
1614	-1622	-3483	393.739	-395.80212	-849.7517	1
1604	-1610	-3429	391.3916	-392.72784	-836.7331	1
1609	-1596	-3413	392.56485	-389.5291	-832.814	1
1609	-1620	-3467	392.59744	-395.2913	-845.83777	1
1604	-1613	-3294	391.48483	-393.66254	-803.85535	1
1616	-1583	-3485	394.2014	-386.3526	-850.2713	1
1593	-1649	-3408	388.78607	-402.25305	-831.44135	1
1610	-1618	-3469	392.92926	-394.71176	-846.4826	1
1619	-1639	-3405	395.03043	-399.95175	-830.8983	1
