A_X [LSB]	A_Y [LSB]	A_Z [LSB]	A_X [mg]	A_Y [mg]	A_Z [mg]	LABEL_0
-1923	3998	621	-469.33273	975.5409	151.47986	8
-1022	5420	-93	-249.42554	1322.4111	-22.638231	8
-961	4348	216	-234.44894	1060.983	52.620064	8
-265	3600	205	-64.63896	878.3198	49.900265	8
-343	3831	140	-83.67483	934.7825	34.08037	8
36	4819	-164	8.878691	1175.8986	-39.9189	8
354	5219	-160	86.31276	1273.5054	-39.05522	8
396	5118	-207	96.65574	1248.8821	-50.449604	8
240	4870	-383	58.68064	1188.3838	-93.47706	8
157	4637	-140	38.397427	1131.4352	-34.173183	8
257	3922	135	62.59836	956.9793	32.866013	8
2	3571	260	0.40198198	871.33167	63.354996	8
-400	3058	317	-97.70194	746.14514	77.285164	8
-1067	2985	748	-260.27737	728.31305	182.52336	8
-1513	2183	983	-369.16333	532.6567	239.85652	8
-1960	1638	722	-478.1354	399.74686	176.21565	8
-2762	1979	1137	-673.8588	482.76123	277.42316	8
-3748	2227	1289	-914.4337	543.4887	314.41867	8
-4537	1935	1461	-1107.0605	472.26053	356.4453	8
-5494	1756	1617	-1340.5231	428.50092	394.63947	8
-6326	2021	1606	-1543.5249	493.21924	391.8453	8
-5948	2434	1500	-1451.2966	593.8445	366.02325	8
-4788	2850	1350	-1168.2711	695.42395	329.44128	8
-3467	3107	1415	-846.0692	757.98926	345.2353	8
-2888	2677	1221	-704.6515	653.2266	297.93863	8
-2527	2574	1169	-616.54596	627.9415	285.17908	8
-2720	3056	1100	-663.60626	745.70905	268.41476	8
-2742	3408	1081	-669.092	831.65216	263.83792	8
-2825	3499	888	-689.2024	853.78076	216.79094	8
-2749	3585	803	-670.67175	874.8186	195.98567	8
-2876	3947	595	-701.68823	963.0499	145.19014	8
-3147	4297	444	-767.8523	1048.5101	108.44436	8
-3608	5451	67	-880.23737	1330.1279	16.4403	8
-4430	6367	98	-1080.8064	1553.4364	23.833876	8
-5381	7280	-208	-1312.9836	1776.2343	-50.860157	8
-6707	8456	-624	-1636.4283	2063.3167	-152.14694	8
-7639	8574	-867	-1863.808	2092.153	-211.6152	8
-6789	7064	-802	-1656.443	1723.5118	-195.57896	8
-5896	6140	-724	-1438.561	1498.171	-176.73799	8
-5231	4711	-861	-1276.4512	1149.4896	-210.00827	8
-3426	1444	-761	-836.0175	352.26965	-185.56352	8
-2440	-52	-627	-595.447	-12.785633	-153.0903	8
-2517	-298	-61	-614.18335	-72.66649	-14.936044	8
-2240	-1256	583	-546.6017	-306.3874	142.2816	8
-2287	-1743	302	-558.0245	-425.27252	73.73838	8
-2899	-1053	180	-707.40216	-257.04205	43.85406	8
-3403	-774	970	-830.36127	-188.75896	236.70865	8
-4060	-475	609	-990.7297	-115.85601	148.50075	8
-6033	1050	-422	-1471.9911	256.24963	-102.87142	8
-12119	6234	1255	-2957.029	1521.1544	306.1022	8
-14881	15301	3355	-3630.9368	3733.4065	818.6383	8
-7881	12947	1315	-1922.9731	3159.0203	320.81674	8
-2313	7335	783	-564.44073	1789.8264	191.1049	8
782	5754	522	190.92012	1404.0109	127.29057	8
2639	3350	-26	643.93823	817.49036	-6.369727	8
3922	2214	-516	956.88306	540.2427	-126.012245	8
3745	2453	-749	913.8313	598.5366	-182.72893	8
2749	3586	-557	670.76	874.8693	-135.8914	8
1807	4923	-648	440.947	1201.2053	-158.17107	8
346	6808	-1020	84.41033	1661.0878	-248.79224	8
-2732	11420	-1501	-666.67426	2786.3699	-366.28653	8
-4881	14116	-1295	-1191.069	3444.2632	-316.01605	8
-5558	12574	-374	-1356.0916	3068.1414	-91.17325	8
-6941	10588	45	-1693.6942	2583.5806	11.081393	8
-6136	4971	-573	-1497.18	1212.9199	-139.93059	8
-4777	1393	-799	-1165.5125	339.97742	-194.83539	8
-3916	-965	-881	-955.53534	-235.3887	-214.96165	8
-3745	-1472	-571	-913.76385	-359.2148	-139.22691	8
-3397	-2365	-374	-828.8673	-576.983	-91.21346	8
-3953	-2018	-433	-964.49585	-492.37415	-105.61262	8
-4674	-1473	-520	-1140.3665	-359.5192	-126.99827	8
-5243	-392	-178	-1279.2208	-95.601944	-43.527473	8
-6737	1366	203	-1643.9115	333.23474	49.485313	8
-12309	7822	1425	-3003.3638	1908.6522	347.58972	8
-11901	16045	2092	-2903.8103	3915.0918	510.511	8
-5388	11471	1553	-1314.641	2798.8936	378.84113	8
-1814	7092	1249	-442.71368	1730.3544	304.75836	8
1179	5726	1070	287.61768	1397.0682	261.04535	8
3436	3577	570	838.27844	872.7699	139.01874	8
4144	2548	207	1011.1954	621.66034	50.626877	8
3666	2889	-15	894.57837	704.87714	-3.652925	8
2700	3970	57	658.92053	968.69476	13.917198	8
1464	3977	-193	357.1021	970.2775	-47.074654	8
370	5653	-399	90.30115	1379.2454	-97.35747	8
-1551	11131	-764	-378.35892	2716.0679	-186.31883	8
-3745	15847	-917	-913.8485	3866.7368	-223.7	8
-5244	15615	-793	-1279.6533	3810.035	-193.49576	8
-5701	10987	-732	-1390.9852	2680.9136	-178.58679	8
-4793	3987	-701	-1169.5284	972.8243	-171.0296	8
-3895	1576	-685	-950.3469	384.60834	-167.04436	8
-3808	-983	-939	-929.2001	-239.85945	-229.07863	8
-3429	-2103	-981	-836.6218	-513.15015	-239.39403	8
-3421	-2857	-986	-834.6894	-697.07605	-240.4949	8
-4271	-1138	-606	-1042.1896	-277.67532	-147.98114	8
-4462	-1080	-226	-1088.7703	-263.47772	-55.126602	8
-5489	254	128	-1339.2289	62.074425	31.201027	8
-7466	846	-7	-1821.7402	206.32921	-1.7531203	8
-15285	14379	2140	-3729.5742	3508.4092	522.2778	8
-11124	22310	1666	-2714.234	5443.669	406.48035	8
-2445	9480	409	-596.50964	2313.0923	99.83477	8
1282	6132	310	312.89334	1496.2961	75.59345	8
4513	3463	261	1101.0638	844.9751	63.621727	8
4687	1921	-40	1143.5876	468.81793	-9.710404	8
4073	2043	-281	993.84674	498.50446	-68.503494	8
3035	2738	53	740.5156	668.0167	12.868555	8
2647	2324	85	645.82007	567.1109	20.716843	8
1808	3417	-190	441.13022	833.8352	-46.28444	8
1135	5412	-544	276.93787	1320.6222	-132.70415	8
178	12522	-1013	43.51328	3055.4187	-247.1881	8
-2629	18659	-1338	-641.52954	4552.9175	-326.5838	8
-4878	15482	-681	-1190.3394	3777.6782	-166.20193	8
-4719	8987	89	-1151.517	2192.7183	21.66252	8
-4342	3243	167	-1059.3262	791.2955	40.77328	8
-3393	621	136	-827.8293	151.52884	33.2954	8
-3244	-1231	-492	-791.43536	-300.42163	-120.096176	8
-3131	-1348	-541	-763.9398	-328.82336	-132.05803	8
-3780	-2326	-798	-922.32635	-567.643	-194.79146	8
-4264	-1490	-828	-1040.4948	-363.5057	-202.11075	8
-4859	-1046	-359	-1185.624	-255.32526	-87.49248	8
-5430	860	419	-1325.0217	209.75186	102.2778	8
-7527	1887	-219	-1836.5405	460.31177	-53.496414	8
-14779	16538	2482	-3606.135	4035.3916	605.7097	8
-9368	21272	2340	-2285.8613	5190.4014	571.0166	8
-2107	9644	326	-514.065	2353.201	79.481895	8
1471	6940	433	358.85663	1693.4191	105.57265	8
3794	3113	-154	925.84235	759.57715	-37.51478	8
4092	2001	-135	998.3739	488.21277	-33.011154	8
3986	1567	-441	972.6193	382.43146	-107.72401	8
3368	2271	-276	821.7125	554.21246	-67.28298	8
3083	2458	-47	752.2146	599.789	-11.481311	8
1920	3496	-140	468.5038	853.0329	-34.10544	8
1663	6738	-573	405.71326	1644.1794	-139.91637	8
-591	15312	-1193	-144.25533	3736.1494	-290.98297	8
-2923	17867	-1550	-713.28186	4359.49	-378.12903	8
-4536	13653	-738	-1106.7894	3331.4153	-180.00066	8
-4507	7171	-342	-1099.6785	1749.7097	-83.32966	8
-4437	2304	-543	-1082.733	562.14703	-132.61357	8
-3621	154	-638	-883.5587	37.473537	-155.688	8
-3618	-1467	-579	-882.82446	-358.0207	-141.35365	8
-3151	-1274	-676	-768.8519	-310.75558	-164.99765	8
-3838	-1679	-474	-936.42694	-409.65735	-115.695786	8
-3714	-1492	-370	-906.30634	-364.1078	-90.21701	8
-4466	-1153	58	-1089.7404	-281.42313	14.241057	8
-4500	503	193	-1098.037	122.672104	47.08116	8
-8740	2428	171	-2132.5942	592.4663	41.70208	8
-16168	21116	2016	-3945.062	5152.3564	491.9059	8
-7343	21100	1025	-1791.7833	5148.431	250.09296	8
-1115	7498	195	-272.03882	1829.5228	47.493996	8
2230	5906	116	544.0747	1441.172	28.346773	8
3955	1393	-68	965.09503	339.7915	-16.70078	8
3977	1180	-223	970.37195	288.03183	-54.445908	8
3153	1038	-151	769.22327	253.38446	-36.91165	8
2653	1909	123	647.35406	465.85025	30.079184	8
2542	1186	70	620.3482	289.4686	16.989416	8
1825	3121	-50	445.3555	761.5297	-12.212152	8
1650	4995	28	402.59036	1218.7666	6.8064036	8
690	12948	-836	168.30096	3159.3767	-203.89122	8
-2650	18254	-1331	-646.6296	4453.9414	-324.7116	8
-4360	15747	-458	-1063.8113	3842.3252	-111.69226	8
-4365	9008	-116	-1065.1467	2198.0513	-28.37215	8
-4074	3494	0	-994.0439	852.6074	-0.07548166	8
-3868	416	-70	-943.7512	101.54673	-17.165426	8
-3660	-808	-414	-893.159	-197.22792	-101.03509	8
-3335	-2193	-638	-813.64484	-535.09564	-155.64131	8
-3422	-2156	-570	-834.84973	-526.17456	-138.98933	8
-3881	-1449	-198	-947.02747	-353.57605	-48.38434	8
-4090	-849	272	-997.8719	-207.04976	66.377594	8
-5278	-468	24	-1287.837	-114.13966	5.9676795	8
-7810	1460	-1057	-1905.5747	356.1653	-257.9584	8
-15256	15900	1447	-3722.5056	3879.595	352.95044	8
-10373	21285	1235	-2531.1064	5193.563	301.25113	8
-2553	10385	27	-622.95197	2533.8503	6.5921254	8
1169	7184	143	285.2759	1752.9586	34.882652	8
3672	2974	-139	895.9676	725.6509	-33.95144	8
4608	1421	-246	1124.2771	346.78784	-60.011745	8
3825	1020	-390	933.2753	248.94409	-95.24737	8
3111	2790	34	759.1923	680.86163	8.254207	8
2710	2009	-40	661.1748	490.28616	-9.770564	8
2024	3292	-261	493.73483	803.1684	-63.61455	8
1284	4580	-544	313.19873	1117.417	-132.83513	8
202	11565	-866	49.190853	2821.9182	-211.21143	8
-2558	16433	-1555	-624.0637	4009.7002	-379.48096	8
-4127	16491	-812	-1007.05835	4023.8145	-198.08623	8
-5292	11358	-123	-1291.26	2771.2395	-29.96008	8
-4603	4479	-25	-1123.0872	1092.8942	-6.010784	8
-3889	516	22	-948.9533	126.01871	5.284465	8
-3657	-561	-151	-892.2374	-136.94893	-36.953217	8
-3804	-1771	-94	-928.1762	-432.0817	-23.036724	8
-3343	-1673	-384	-815.7747	-408.1672	-93.813614	8
-3898	-1685	-471	-951.0054	-411.24774	-114.93083	8
-3362	-615	23	-820.37604	-150.01245	5.6325736	8
-4409	-543	228	-1075.8165	-132.41628	55.594444	8
-4223	697	-319	-1030.4702	170.16927	-77.746284	8
-10809	7334	572	-2637.4993	1789.4167	139.55786	8
-13323	21991	1640	-3250.923	5365.919	400.2521	8
-4968	15539	263	-1212.1431	3791.4187	64.27611	8
-514	7334	410	-125.42663	1789.4984	99.99286	8
2225	4453	79	542.93414	1086.5846	19.394424	8
3491	1484	-21	851.69775	362.1477	-5.039863	8
3885	1227	-350	947.9441	299.41727	-85.503334	8
3066	2158	-68	748.08044	526.5758	-16.50581	8
3086	1975	78	753.1018	481.87695	19.002596	8
2474	2581	264	603.5618	629.8278	64.366066	8
2160	3718	-516	527.08954	907.0913	-125.80891	8
1236	7867	-650	301.6873	1919.6127	-158.71884	8
-695	16065	-1018	-169.52504	3919.8306	-248.3658	8
-3143	17331	-1354	-767.00934	4228.792	-330.34537	8
-5434	14189	-532	-1325.7784	3462.058	-129.69376	8
-5548	7835	-439	-1353.7457	1911.6307	-107.00019	8
-4473	2180	-459	-1091.4109	531.9274	-111.89637	8
-3682	-2	-643	-898.3051	-0.5127018	-156.78078	8
-3057	-1688	-425	-745.9737	-411.8141	-103.63176	8
-3111	-1464	-795	-759.00946	-357.3099	-193.93379	8
-2959	-2382	-1131	-721.90466	-581.23676	-275.9917	8
-3445	-881	-512	-840.5026	-214.96494	-124.84217	8
-4110	-844	385	-1002.7362	-205.86592	93.96344	8
-4661	437	172	-1137.2372	106.647865	42.030308	8
-7249	838	-272	-1768.7054	204.43636	-66.400246	8
-16502	15360	1918	-4026.426	3747.8213	468.00717	8
-10348	23223	1279	-2524.8333	5666.396	312.03616	8
-3177	8697	122	-775.2084	2121.9626	29.853758	8
585	6826	11	142.64177	1665.4949	2.751053	8
3136	2921	-936	765.23566	712.831	-228.43935	8
3974	1464	-1373	969.5856	357.1131	-334.89877	8
3944	1603	-1203	962.34216	391.0126	-293.62537	8
4067	2841	-826	992.3731	693.2895	-201.53427	8
3479	1594	-782	848.934	389.02908	-190.70296	8
2780	3149	-825	678.40173	768.41754	-201.20628	8
1807	4301	-1032	440.80917	1049.4208	-251.91963	8
970	11645	-1420	236.66441	2841.4153	-346.4784	8
-3640	19018	-2088	-888.0609	4640.4517	-509.50192	8
-5499	15845	-971	-1341.6406	3866.2146	-236.94418	8
-5293	10133	-272	-1291.3767	2472.508	-66.26369	8
-4955	5275	-184	-1208.9708	1287.0481	-44.799034	8
-4305	1425	-358	-1050.3878	347.77884	-87.37354	8
-3938	-561	-718	-960.82513	-136.9735	-175.10205	8
-3592	-1744	-641	-876.3374	-425.58258	-156.40741	8
-3060	-1708	-452	-746.63086	-416.67535	-110.32114	8
-3379	-1854	-504	-824.54004	-452.37256	-122.89057	8
-3051	-929	-261	-744.3464	-226.65982	-63.711758	8
-4666	-673	-194	-1138.581	-164.21477	-47.242786	8
-4530	179	-377	-1105.2567	43.656242	-92.06193	8
-11593	6013	1305	-2828.7378	1467.2921	318.48877	8
-14971	23465	2219	-3652.8032	5725.559	541.4769	8
-5680	14941	982	-1385.883	3645.6963	239.69484	8
-709	7302	422	-172.98936	1781.7555	103.02736	8
3031	5285	276	739.53674	1289.6558	67.331696	8
3971	1937	114	968.9812	472.70724	27.922329	8
4128	1460	-6	1007.2933	356.16882	-1.5551083	8
2924	2472	121	713.4821	603.19714	29.600752	8
2712	2639	497	661.6233	644.0104	121.15696	8
1999	2129	478	487.80655	519.5253	116.62546	8
1544	3571	12	376.66846	871.2832	2.820209	8
1325	4933	-144	323.3433	1203.5679	-35.06054	8
167	13336	-442	40.756073	3254.051	-107.7706	8
-3413	18774	-1188	-832.8673	4580.869	-289.96442	8
-5115	14817	-588	-1248.1785	3615.273	-143.56822	8
-5562	8916	-256	-1357.1641	2175.625	-62.426956	8
-4578	3736	-260	-1117.0288	911.63416	-63.329277	8
-4539	1092	-437	-1107.4933	266.52496	-106.54065	8
-3616	-1328	-570	-882.23303	-323.97906	-139.08577	8
-3359	-1935	-613	-819.63464	-472.14197	-149.66718	8
-3222	-2472	-515	-786.183	-603.28357	-125.562195	8
-4137	-2059	-238	-1009.39905	-502.3019	-58.131855	8
-3958	-1044	278	-965.73413	-254.81693	67.90272	8
-4855	71	-50	-1184.5763	17.35525	-12.312553	8
-5119	127	-788	-1248.9547	30.958359	-192.32225	8
-15647	10482	948	-3817.8547	2557.6511	231.33798	8
-14118	24855	1029	-3444.808	6064.66	251.18088	8
-4285	12403	80	-1045.5887	3026.2825	19.57975	8
-329	7197	641	-80.188736	1756.1086	156.46968	8
2799	3373	76	682.97656	822.9196	18.632877	8
4226	1275	-245	1031.2288	311.05307	-59.812748	8
3854	1458	-38	940.4273	355.81253	-9.354792	8
3263	2515	459	796.25006	613.58154	111.89595	8
2936	2151	237	716.3091	524.7538	57.768917	8
2178	2892	183	531.52814	705.6563	44.672436	8
