A_X [LSB]	A_Y [LSB]	A_Z [LSB]	A_X [mg]	A_Y [mg]	A_Z [mg]	LABEL_0
-4495	11258	884	-1096.7502	2746.8386	215.64279	8
-1327	7073	407	-323.76288	1725.8907	99.37849	8
1129	4043	87	275.38797	986.4333	21.221138	8
2632	2286	-10	642.12964	557.7856	-2.5096886	8
3310	1268	-210	807.61676	309.29538	-51.309296	8
3195	1704	25	779.6608	415.82407	6.0136275	8
2652	2017	392	647.1144	492.10858	95.56115	8
2225	2371	486	542.935	578.6342	118.490036	8
1307	3452	121	318.94513	842.18207	29.423037	8
1020	6576	-197	248.85495	1604.5938	-47.98113	8
-1857	15198	-728	-453.09473	3708.3489	-177.51245	8
-5440	17260	-757	-1327.3116	4211.475	-184.66049	8
-6511	11436	-436	-1588.6189	2790.278	-106.28877	8
-5900	6155	-224	-1439.7201	1501.7784	-54.5554	8
-4863	1930	-65	-1186.5151	470.89954	-15.941426	8
-4096	257	-208	-999.5052	62.796112	-50.8114	8
-3470	-1587	-560	-846.7169	-387.22046	-136.64134	8
-3197	-2400	-694	-779.98065	-585.5722	-169.24887	8
-3346	-2723	-442	-816.5457	-664.4899	-107.83555	8
-3466	-1464	-243	-845.68774	-357.2677	-59.348034	8
-3784	-992	166	-923.31573	-241.98717	40.436592	8
-4343	89	-393	-1059.637	21.697117	-95.87675	8
-9741	3786	326	-2376.9055	923.8851	79.59382	8
-15908	19215	2601	-3881.6406	4688.452	634.6652	8
-7881	16178	1404	-1922.9059	3947.4475	342.5047	8
-2238	7411	439	-546.12933	1808.2411	107.03232	8
1263	5297	-146	308.09247	1292.4652	-35.67931	8
2648	2025	-144	646.1338	493.99725	-35.04563	8
3663	1280	-173	893.7184	312.30438	-42.23597	8
3064	1086	-4	747.6715	264.93616	-0.8613769	8
3183	1839	-59	776.7044	448.72623	-14.373853	8
2420	2039	135	590.4784	497.52057	32.875187	8
2165	3360	-39	528.2873	819.75287	-9.4244175	8
1412	5634	-199	344.6028	1374.6812	-48.661736	8
