A_X [LSB]	A_Y [LSB]	A_Z [LSB]	A_X [mg]	A_Y [mg]	A_Z [mg]	LABEL_0
-3549	1319	496	-865.91364	321.91684	120.962776	4
-4776	613	-76	-1165.3728	149.65663	-18.612839	4
-3549	1071	-128	-865.8656	261.2558	-31.234335	4
-3418	1027	-417	-833.88257	250.51674	-101.84651	4
-2854	962	-215	-696.33295	234.75891	-52.489918	4
-2474	632	10	-603.5592	154.08936	2.4493732	4
-1945	374	60	-474.5708	91.18524	14.586383	4
-1875	280	-6	-457.41235	68.20405	-1.3880296	4
-1848	392	305	-450.82898	95.53283	74.33407	4
-1812	727	391	-442.11722	177.42061	95.478485	4
-2268	893	810	-553.3348	217.8707	197.71693	4
-2408	1695	1149	-587.6458	413.49792	280.32977	4
-2918	1698	1525	-712.101	414.19434	372.10675	4
-3494	2388	1213	-852.63086	582.6873	295.9015	4
-6643	1555	1209	-1620.8988	379.30212	295.1006	4
-10269	6622	3089	-2505.532	1615.859	753.6833	4
-6160	6749	2503	-1502.986	1646.7698	610.6705	4
-5106	2448	1841	-1245.8682	597.1925	449.1483	4
-4297	3446	1194	-1048.5156	840.733	291.45084	4
-3073	696	761	-749.74695	169.83026	185.58562	4
-2280	809	753	-556.29126	197.36818	183.73576	4
-1543	1491	834	-376.6064	363.71237	203.42583	4
-712	2010	865	-173.72812	490.4781	210.97084	4
-719	2320	911	-175.39426	565.96356	222.24706	4
-871	2526	842	-212.46146	616.4369	205.46248	4
-1655	2152	928	-403.85162	525.0826	226.41272	4
-3211	2056	1096	-783.46484	501.6588	267.4842	4
-4228	1220	1228	-1031.653	297.57233	299.69806	4
-5076	762	1177	-1238.4741	185.86102	287.09235	4
-6240	604	1245	-1522.4517	147.45325	303.8303	4
-6987	1299	1670	-1704.837	317.01065	407.56564	4
-7966	1437	1794	-1943.7637	350.53726	437.82574	4
-6656	1201	1494	-1624.0226	293.13025	364.55148	4
-5461	1094	1367	-1332.4415	266.83823	333.46732	4
-3969	1030	1250	-968.4744	251.32922	304.98157	4
-2642	782	1306	-644.7615	190.9216	318.71246	4
-1654	925	1005	-403.58005	225.59282	245.31079	4
-1043	821	695	-254.40717	200.40685	169.52757	4
-880	876	544	-214.7762	213.7996	132.74957	4
-1432	776	216	-349.46646	189.40167	52.79676	4
-1719	944	106	-419.3493	230.45195	25.863384	4
-2397	1153	179	-584.86285	281.30365	43.67218	4
-2519	1563	438	-614.6861	381.3105	106.883644	4
-3353	1804	759	-818.1053	440.12173	185.13669	4
-5223	2315	1237	-1274.3444	564.9706	301.81335	4
-7897	3152	2117	-1926.9547	769.04004	516.53656	4
-8428	3750	3919	-2056.4106	914.92175	956.33325	4
-5531	2532	3573	-1349.5282	617.91376	871.9069	4
-4649	2138	2507	-1134.3811	521.76904	611.8054	4
-4231	569	2147	-1032.4114	138.73344	523.92084	4
-2945	680	1710	-718.52563	165.85533	417.21252	4
-1847	1366	1471	-450.66263	333.2729	358.8041	4
-1397	1836	1288	-340.92102	448.06042	314.2018	4
-1463	2021	1247	-356.93216	493.15372	304.17847	4
-1582	1759	1185	-386.0695	429.13608	289.14136	4
-1897	1583	1029	-462.78625	386.26013	250.97202	4
-2490	1536	905	-607.677	374.72644	220.85913	4
-3007	1315	868	-733.77905	320.7961	211.78877	4
-3383	1247	913	-825.5004	304.26837	222.72757	4
-3610	1008	879	-880.9113	245.9365	214.48361	4
-4797	965	822	-1170.514	235.48051	200.61702	4
-5851	1007	1132	-1427.7474	245.76094	276.29074	4
-6685	1432	1402	-1631.2168	349.43225	342.04922	4
-7037	1770	1409	-1716.9144	431.8222	343.81015	4
-6283	1840	1263	-1533.1434	449.02164	308.23434	4
-5311	1730	1116	-1295.9817	422.1734	272.229	4
-3960	1556	1113	-966.25977	379.58743	271.51672	4
-3001	1515	1125	-732.1816	369.6014	274.53757	4
-2280	1587	1017	-556.3986	387.23755	248.16687	4
-1945	1169	758	-474.5079	285.21756	185.02206	4
-1573	1048	520	-383.81848	255.64178	126.83316	4
-1758	853	112	-429.00574	208.18156	27.290834	4
-1760	1031	-116	-429.35486	251.4756	-28.422146	4
-2268	1509	52	-553.3975	368.28046	12.641882	4
-2999	2165	612	-731.749	528.2057	149.38524	4
-3557	2333	1228	-867.91254	569.20557	299.51923	4
-4831	2550	1488	-1178.791	622.25854	362.9507	4
-7135	3144	2387	-1740.856	767.1047	582.51447	4
-7093	3045	3569	-1730.7607	743.00244	870.7568	4
-5425	2925	2916	-1323.7037	713.61926	711.52026	4
-5270	2267	2194	-1285.8002	553.14215	535.3977	4
-4963	1321	2161	-1210.9863	322.24832	527.3453	4
-4208	1046	1910	-1026.6703	255.18002	465.9508	4
-3566	1007	1634	-870.09033	245.81592	398.73404	4
-2826	1056	1177	-689.4518	257.7227	287.20358	4
-1952	739	927	-476.2915	180.37776	226.17163	4
-1619	981	574	-394.99362	239.44986	140.10225	4
-1737	1131	515	-423.88467	275.9862	125.62561	4
-2251	1212	350	-549.2583	295.71503	85.31139	4
-2765	1215	272	-674.5459	296.3725	66.3379	4
-3148	1232	445	-768.00525	300.52213	108.59869	4
-4110	1610	732	-1002.7296	392.9573	178.62915	4
-4879	1946	907	-1190.4426	474.8007	221.37473	4
-6118	2051	1363	-1492.7521	500.52094	332.6303	4
-6266	1921	1508	-1528.9161	468.6347	368.0181	4
-5732	1417	1262	-1398.6168	345.8253	308.00812	4
-5114	1522	1098	-1247.7909	371.44684	267.90726	4
-4118	1421	1336	-1004.6818	346.79636	326.06912	4
-3176	1628	1291	-774.94946	397.2591	315.09537	4
-2471	1716	1085	-602.95807	418.62164	264.79785	4
-1875	1568	639	-457.54593	382.65063	155.9716	4
-1575	1389	515	-384.1835	338.87903	125.61483	4
-2119	1488	418	-517.01154	363.16513	102.03664	4
-2671	1562	456	-651.84393	381.24652	111.26575	4
-4015	1830	325	-979.65485	446.46475	79.35957	4
-6172	1834	-50	-1506.0477	447.50082	-12.175643	4
-7332	2525	256	-1789.1156	616.14185	62.45098	4
-7128	3727	2687	-1739.1796	909.37805	655.70233	4
-5279	3592	3818	-1288.1956	876.3287	931.65656	4
-4244	2306	2753	-1035.6449	562.77014	671.78394	4
-4137	3261	2039	-1009.34705	795.64435	497.58688	4
-3391	985	1656	-827.3201	240.30678	404.0292	4
-1980	-59	1460	-483.0388	-14.465234	356.2467	4
-1362	848	1687	-332.21762	206.82281	411.72336	4
-1569	1506	2171	-382.77945	367.5078	529.7281	4
-1660	1532	1860	-404.93478	373.7669	453.88498	4
-2149	787	1346	-524.45325	192.08421	328.40417	4
-2744	556	948	-669.43097	135.72533	231.29907	4
-3058	577	1012	-746.26776	140.90523	246.8399	4
-3416	1288	1401	-833.5059	314.28232	341.74435	4
-4319	1600	1333	-1053.847	390.29062	325.2865	4
-5169	1333	1080	-1261.1908	325.33954	263.44714	4
-6587	1522	1263	-1607.211	371.35873	308.2846	4
-6324	1663	1576	-1543.1772	405.76047	384.64072	4
-5240	1547	1306	-1278.5621	377.52698	318.59625	4
-4491	1784	1402	-1095.8528	435.376	342.16	4
-4208	1907	1646	-1026.7626	465.23557	401.72183	4
-3762	2410	1304	-917.99536	588.0696	318.09558	4
-2972	1723	916	-725.08527	420.37238	223.50252	4
-2372	1264	724	-578.7007	308.402	176.65593	4
-2029	1533	640	-495.13458	374.00528	156.27768	4
-2021	1560	466	-493.1152	380.6407	113.71197	4
-2468	1735	447	-602.2439	423.36447	109.09209	4
-2773	1843	359	-676.7144	449.62173	87.67981	4
-2921	1920	654	-712.7469	468.5009	159.5952	4
-3360	1658	736	-819.78015	404.66537	179.68773	4
-6334	1404	518	-1545.3877	342.4621	126.44054	4
-7799	1577	1163	-1902.956	384.8568	283.6784	4
-6775	2060	2546	-1653.1222	502.76035	621.3195	4
-5764	1726	3851	-1406.4652	421.19818	939.5933	4
-4568	1683	3270	-1114.4744	410.5453	797.94135	4
-3983	938	2667	-971.74316	228.8577	650.6591	4
-2461	-605	1946	-600.5417	-147.55939	474.7907	4
-1482	105	1768	-361.6369	25.653353	431.43723	4
-1542	915	1772	-376.1568	223.21483	432.3167	4
-1734	1169	1715	-423.09116	285.1996	418.58093	4
-2109	805	1580	-514.6531	196.37923	385.608	4
-2487	1013	1416	-606.8765	247.18146	345.59973	4
-3137	1475	1614	-765.43475	360.02087	393.74384	4
-4207	1544	1606	-1026.5073	376.80304	391.92023	4
